market,product,x,z_cost,omega,xi,mc,price,share,outside_share
0,0,-0.41177635028938386,0.4777978412734598,-0.06075734290229221,0.22875733435906498,1.5101299630694804,2.031067988734759,0.02486671882002223,0.8022624099441855
0,1,0.3348871076074975,0.21304310671063786,-0.11856938944066686,-0.17182533305864112,1.5945104962417442,2.1207147750078783,0.032813584593747766,0.8022624099441855
0,2,0.7703946259757701,-0.44246276702953374,0.029363931551589922,0.19949257060279071,1.5998938054798193,2.153980941603248,0.07282016447565112,0.8022624099441855
0,3,0.6533633525857683,0.31820529837380995,0.05980323109702412,0.16568009985393925,1.9316727887702574,2.4612638036799708,0.03785615001637816,0.8022624099441855
0,4,0.38178360646347276,0.34086883956969016,0.05894738183115503,0.06476008246295997,1.845962621899731,2.369881587082636,0.029380972150015245,0.8022624099441855
1,0,0.5107828146649318,0.5440972945441929,0.11273866161726134,-0.13228048986743177,2.0363564292948744,2.555422534096483,0.022010406585365263,0.8545805949928497
1,1,-0.6478574803400005,0.539758867881718,-0.08281463188945386,0.2559880930167467,1.4333267405383192,1.9535425904565182,0.023766749792500885,0.8545805949928497
1,2,0.310630921795523,0.128897715883854,0.05905701530588778,-0.25137060049507526,1.7257818100820552,2.247248484544464,0.02567035064792577,0.8545805949928497
1,3,-0.44696771049353895,0.05984873219164166,0.10064981573509343,-0.20869018479185503,1.4711430465485935,1.9873694026000697,0.017645223189351612,0.8545805949928497
1,4,0.7635810662593101,-0.09003580980001735,0.11665071933696722,0.25772773921928593,1.8433879781177178,2.385693442630286,0.05632667479200691,0.8545805949928497
2,0,0.7770930564331431,-0.19156109162164559,-0.0780134675100749,-0.2769907589576264,1.6077666110117845,2.1442539202881026,0.04796331754078893,0.8316662098064477
2,1,0.6197366603286045,0.05167256669300491,-0.06497221827579183,0.19032445088901476,1.6751882678510719,2.2181049834518496,0.05719680120965933,0.8316662098064477
2,2,0.0939599528395677,0.5939697182498846,0.07623618088890582,-0.16123782905775058,1.8764085375952027,2.39226915046604,0.01708017866023014,0.8316662098064477
2,3,-0.4864448157983805,-0.48899083338758975,0.1159397512150529,-0.2957918114711276,1.2256381906612042,1.7448386037801111,0.02221590103425892,0.8316662098064477
2,4,-0.4971059654441371,0.25689841499305077,-0.05963640640980505,0.03995677278593503,1.38198079243162,1.902269340995543,0.02387759174861505,0.8316662098064477
3,0,0.2888510714216197,0.4268495723479291,-0.09832992631031906,-0.16924180751521647,1.694850256243816,2.2179807262002047,0.028190967157283215,0.8449491127388605
3,1,-0.6310356614876705,-0.31134786857028496,-0.07203038790363592,0.03578686952823904,1.0670005897190513,1.5940902409933604,0.03413692558798931,0.8449491127388605
3,2,-0.42640360841802405,-0.1396389753181273,-0.037304779338064295,-0.014224719706542628,1.25061641882247,1.7752361386757363,0.030436114889151263,0.8449491127388605
3,3,-0.4161418047457449,-0.39471722490681876,0.02215847794345302,0.29325103537083047,1.1988860950743738,1.7331830798160763,0.04477627961753166,0.8449491127388605
3,4,-0.06553851900016583,0.5899602075190951,0.049402513717523855,-0.11144113400861472,1.7919461254510587,2.3080853041595946,0.01751060000918409,0.8449491127388605
4,0,0.2708562375522816,-0.5108354396715244,0.10336814896315938,0.2308078120148006,1.4682918842542718,2.00894805220615,0.05397083941926557,0.7915642889041011
4,1,-0.5202593638826972,0.6698505382485045,0.061775788807680976,-0.1475084037281851,1.6811177536605642,2.1934066918367607,0.011527859711133745,0.7915642889041011
4,2,0.3264014605478789,-0.6539642390416547,0.09383590368238906,0.25594774030952655,1.4137925073054018,1.9611747102142034,0.06350514401504495,0.7915642889041011
4,3,0.48046553427511407,-0.19678732288001088,-0.05636045368923448,-0.0006843488627340441,1.5232481880110504,2.0608810785777965,0.04962174342986866,0.7915642889041011
4,4,-0.18350399240149606,0.022193517419620723,-0.07972319761273264,-0.0529225705079735,1.366037487885573,1.8902412832417754,0.029810124520585932,0.7915642889041011
5,0,-0.6350192648557569,-0.06019210113493623,0.03554950567509718,-0.19333486597746835,1.2862063174648608,1.8033945873477961,0.019128208190609765,0.8358519559745717
5,1,-0.5475648392638568,0.11277755701915826,-0.06357138363892191,-0.08130013350968714,1.2955308232773493,1.8153171309069762,0.023111322410774196,0.8358519559745717
5,2,0.37689277847851144,0.1157249959350487,0.07862275192203191,-0.05425565826042807,1.7626114725602828,2.287499146675291,0.03083897384501927,0.8358519559745717
5,3,0.6678030307069158,-0.29367975225679055,-0.09089785749610733,0.04813623011627676,1.5106773147357575,2.0609895072814313,0.06759863993162575,0.8358519559745717
5,4,0.44002517770573224,0.6833890639545974,-0.026515275895800258,-0.12865305839827934,1.9350186150807749,2.455040504622344,0.02347089964739921,0.8358519559745717
6,0,-0.7491879833705998,-0.15574129332537123,0.09081468238960419,-0.12018122401613825,1.2585153062134773,1.775410910357975,0.018677478800432922,0.8224304486328661
6,1,0.6958278693632363,-0.0011909028070761218,0.031948378608831846,0.026824217448869123,1.7749522266227804,2.3094846629331127,0.04511989730686191,0.8224304486328661
6,2,-0.10042388396165425,0.1354622148640644,0.02369956570391593,0.13215706061333554,1.549509203006166,2.074123406674101,0.030427817997691585,0.8224304486328661
6,3,0.7162564967323133,-0.47543275212699654,0.0051663295317115054,-0.2244722946612139,1.5419113649308727,2.081007223178385,0.05173125854283257,0.8224304486328661
6,4,0.11407988212082909,-0.06578628920799556,-0.07187664437502664,-0.24201915070437482,1.4384474842236656,1.963850679138262,0.031613098719314996,0.8224304486328661
7,0,0.6533165623739017,0.6648360024177391,-0.031870400774573496,-0.2347152940905308,1.9959665971442746,2.5163606423740155,0.024038395335512892,0.8303908229137612
