slab_id,dimension,side,rerun_seed,start_id,slab_bounds,start,terminal,objective,success,message,nit,raw_grad,projected_grad_inf,restriction_slack,box_slack
0,0,lower,991,0,"[[0.05, 0.27919566369682314], [0.2, 5.0], [0.0, 1.0], [0.0, 1.0]]","[0.27919566369682314, 2.15, 0.72, 0.86]","[0.27919566369682314, 1.5043592334834976, 0.6985961968716442, 0.8593656882765877]",0.03653007998822383,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,"[-0.5441064413629071, -3.1941732543023386e-09, -1.0425688090620609e-08, -1.359398704714465e-08]",1.359398704714465e-08,0.4930465611079621,0.14063431172341234
0,0,lower,991,1,"[[0.05, 0.27919566369682314], [0.2, 5.0], [0.0, 1.0], [0.0, 1.0]]","[0.27919566369682314, 2.6, 0.5, 0.5]","[0.27919566369682314, 1.504359235822445, 0.6985961999417756, 0.8593656923247867]",0.03653007998822377,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,10,"[-0.5441064444673682, -2.624065215230771e-09, -4.236888617725754e-09, -5.702036065535764e-09]",5.702036065535764e-09,0.4930465587690148,0.14063430767521334
0,0,lower,991,2,"[[0.05, 0.27919566369682314], [0.2, 5.0], [0.0, 1.0], [0.0, 1.0]]","[0.05, 0.2, 0.0, 0.0]","[0.27919566369682314, 1.5043592258224938, 0.6985961964074606, 0.8593656882879175]",0.0365300799882239,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,14,"[-0.5441064239608551, -7.254348030739425e-09, -1.1635137298071639e-08, -1.209657374268147e-08]",1.209657374268147e-08,0.4930465687689659,0.14063431171208252
0,0,lower,991,3,"[[0.05, 0.27919566369682314], [0.2, 5.0], [0.0, 1.0], [0.0, 1.0]]","[0.27919566369682314, 5.0, 1.0, 1.0]","[0.27919566369682314, 1.504359234269537, 0.6985961968958376, 0.8593656910633737]",0.036530079988223836,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,"[-0.5441064408411023, -3.3129457598612412e-09, -1.038370778250197e-08, -7.975564653150968e-09]",1.038370778250197e-08,0.4930465603219226,0.14063430893662632
0,0,lower,991,4,"[[0.05, 0.27919566369682314], [0.2, 5.0], [0.0, 1.0], [0.0, 1.0]]","[0.27919566369682314, 2.1474057945914597, 0.7222005081102209, 0.8588694682037933]","[0.27919566369682314, 1.504359238569808, 0.6985961981180886, 0.8593656894782121]",0.036530079988223836,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,10,"[-0.5441064522770933, -6.955687005345923e-10, -7.757336439873086e-09, -1.2098308466157446e-08]",1.2098308466157446e-08,0.4930465560216518,0.14063431052178788
0,0,lower,991,5,"[[0.05, 0.27919566369682314], [0.2, 5.0], [0.0, 1.0], [0.0, 1.0]]","[0.27919566369682314, 1.851877211114801, 0.923766053822991, 0.9913270957433327]","[0.27919566369682314, 1.5043592364740752, 0.698596198896502, 0.8593656923744104]",0.03653007998822376,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,"[-0.544106445491549, -2.329555521846087e-09, -6.308842337432451e-09, -5.710709682915648e-09]",6.308842337432451e-09,0.4930465581173845,0.1406343076255896
0,0,lower,991,6,"[[0.05, 0.27919566369682314], [0.2, 5.0], [0.0, 1.0], [0.0, 1.0]]","[0.27919566369682314, 4.971028351016665, 0.46350530970313264, 0.399286343263207]","[0.27919566369682314, 1.5043592301686837, 0.6985961968008001, 0.8593656886827116]",0.03653007998822386,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,"[-0.5441064335504064, -5.024884261233879e-09, -1.0692141616530647e-08, -1.2119472092564363e-08]",1.2119472092564363e-08,0.49304656442277606,0.14063431131728843
0,0,lower,991,7,"[[0.05, 0.27919566369682314], [0.2, 5.0], [0.0, 1.0], [0.0, 1.0]]","[0.27919566369682314, 4.000125322711694, 0.5249129731337073, 0.43990201154130004]","[0.27919566369682314, 1.5043592338400045, 0.6985961996542228, 0.8593656910146842]",0.0365300799882238,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,"[-0.5441064409784924, -3.429873258247424e-09, -4.870409631152484e-09, -8.033157472553398e-09]",8.033157472553398e-09,0.49304656075145525,0.14063430898531581
0,0,lower,991,8,"[[0.05, 0.27919566369682314], [0.2, 5.0], [0.0, 1.0], [0.0, 1.0]]","[0.27919566369682314, 3.440997977698354, 0.07326564216510179, 0.4520237543762532]","[0.27919566369682314, 1.5043592390322598, 0.6985961975661764, 0.8593656908572626]",0.036530079988223815,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,"[-0.5441064519766392, -7.354670375739166e-10, -8.864436962241484e-09, -9.32552646215612e-09]",9.32552646215612e-09,0.49304655555919996,0.14063430914273745
0,0,lower,991,9,"[[0.05, 0.27919566369682314], [0.2, 5.0], [0.0, 1.0], [0.0, 1.0]]","[0.27919566369682314, 0.20320207945785518, 0.618922577103419, 0.027578662099888795]","[0.27919566369682314, 1.5043592381891004, 0.6985961961183424, 0.8593656919283]",0.03653007998822383,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,"[-0.5441064486438885, -1.438877030415635e-09, -1.1815895484268422e-08, -6.925016116099413e-09]",1.1815895484268422e-08,0.4930465564023593,0.14063430807169996
